user_id,motivation_type,frequency_tier,openness,conscientiousness,extraversion,agreeableness,neuroticism,hardiness,confidence,locus_of_control,fa_score,fb_score,preferred_session_duration,organizing_openness,leadership_inclination,max_travel_distance,weekly_activity_target,pushes_through_discomfort,preferred_group_size,acquaintance_preference,enjoys_meeting_new_people,activity_vs_social,motivated_by_competition,planning_horizon,feels_like_burden,age,gender,latitude,longitude,geo_cluster,user_cluster,preferred_activities,preferred_skills,availability_days,availability_times,participation_groups
2964,casual_recreational,occasional,0.4145,0.5967,0.727,0.7325,0.3598,0.2282,0.266,0.7427,0.4988,0.7207,87,2,4,18,5,3,6,3,4,5,3,3,3,43,2,45.807359,15.975046,0,2,23,2,"0,1,2,3,4,5,6","0,1,2,3","2,3"
2965,casual_recreational,occasional,0.6622,0.4531,0.6893,0.5,0.3507,0.7828,0.4007,0.864,0.4986,0.5732,76,2,4,36,4,3,7,1,3,5,4,2,2,47,0,45.78779,15.958721,0,2,"17,6,2,27","2,0,3,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
2966,casual_recreational,occasional,0.9259,0.1065,0.6048,0.5376,0.1404,0.4713,0.4599,0.499,0.3768,0.7046,117,1,4,34,1,2,7,3,3,3,3,1,1,18,2,45.787192,16.048783,2,2,"14,27","2,0","1,2,4,5","0,1,2,3","2,3"
2967,casual_recreational,sparse,0.5286,0.3598,0.4149,0.7156,0.7201,0.7816,0.6644,0.6807,0.4739,0.5579,99,1,3,18,3,3,4,1,3,3,3,3,4,35,1,45.837959,15.966769,0,2,"26,13,1","3,2,1","0,1,2,3,4,5,6","0,1,2,3","1,2"
2968,social,sparse,0.1791,0.2966,0.8914,0.9016,0.2964,0.3548,0.3711,0.362,0.4295,0.8941,101,2,4,23,3,2,8,3,4,5,2,2,3,63,1,45.794335,15.879597,4,2,"7,1,12","0,0,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
2969,casual_recreational,occasional,0.9817,0.3662,0.6919,0.6901,0.2179,0.4355,0.7645,0.6645,0.4214,0.8275,97,2,4,27,4,2,9,3,4,2,4,2,2,49,3,45.758145,15.969603,3,2,11,0,"0,1,2,3,4,6","0,1,2,3","2,3"
2970,casual_recreational,sparse,0.8296,0.2559,0.5108,0.7245,0.3218,0.6517,0.75,0.415,0.4702,0.563,99,1,3,23,3,2,5,3,3,4,3,2,2,42,1,45.813516,15.883015,4,2,"23,4,24,19","3,1,1,1","0,1,2,3,4,5,6","0,1,2,3","1,2"
2971,social,regular,0.5745,0.384,0.9891,0.8634,0.7752,0.6492,0.575,0.4241,0.5776,0.7069,94,2,5,9,3,3,9,1,5,5,3,3,4,38,3,45.797933,16.05099,2,1,"29,10","1,2","2,3,5","1,2,3","2,3"
2972,competitive,frequent,0.7905,0.7657,0.7025,0.3985,0.2643,0.7057,0.5258,0.4881,0.697,0.6254,97,2,4,26,6,3,8,2,4,4,3,4,2,64,1,45.799899,16.035498,2,0,"22,30","1,1","0,1,4,5","0,1,2,3","2,3"
2973,unmotivated,occasional,0.4925,0.1798,0.3017,0.7208,0.9309,0.2989,0.5811,0.5315,0.2263,0.3142,115,0,3,4,3,2,5,0,2,2,4,2,5,39,2,45.798012,15.974538,0,2,"22,30","1,0","0,2,4,5,6","0,1,2,3","0,1,2"
2974,casual_recreational,sparse,0.6658,0.6457,0.211,0.6731,0.2616,0.6164,0.5917,0.4686,0.6849,0.5053,72,0,1,32,5,3,4,3,2,2,4,3,2,39,3,45.860644,15.937977,1,0,13,3,"0,3,4,6","0,1,2,3","0,1,2"
2975,social,sparse,0.7567,0.4022,0.6799,0.5955,0.2543,0.4252,0.5121,0.8141,0.5667,0.715,97,2,4,35,3,3,6,3,4,3,4,3,2,48,0,45.853898,15.957406,1,1,12,3,"0,1,2,3,4,5,6","0,1,2,3","2,3"
2976,social,regular,0.5239,0.4332,0.903,0.7558,0.6682,0.6416,0.8013,0.4959,0.4955,0.6778,94,2,4,17,3,3,9,1,5,5,4,4,4,63,2,45.801713,15.977784,0,2,"5,26,14,9","2,1,2,2","0,4,5,6","0,1,2,3","2,3"
2977,social,regular,0.6375,0.3588,0.8807,0.9173,0.1782,0.3375,0.4491,0.4288,0.4443,0.9203,84,2,4,36,2,2,9,3,5,3,3,3,2,44,0,45.838441,15.940962,1,2,"24,14,18,9","1,1,3,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
2978,social,occasional,0.5611,0.594,0.9115,0.6718,0.3323,0.7086,0.439,0.788,0.6896,0.7193,96,2,5,30,5,3,10,3,4,4,3,3,2,31,3,45.813177,15.983526,0,0,"9,10","1,0","0,2,3,4,5,6","0,1,2,3","2,3"
2979,unmotivated,occasional,0.3441,0.0599,0.361,0.4327,0.6488,0.4228,0.829,0.2926,0.2878,0.3353,70,1,2,10,1,2,4,1,2,1,3,1,3,46,2,45.803162,15.968267,0,2,"9,28","2,2","0,1,2,3,4,5,6","0,1,2,3","1,2,3"
2980,social,occasional,0.7669,0.3236,0.864,0.5361,0.3479,0.6344,0.8765,0.4199,0.4487,0.7604,90,2,4,33,3,3,9,2,4,4,3,2,2,32,3,45.80709,16.052235,2,2,"6,7,28,8","1,1,1,1","1,4,5,6","0,1,2,3","2,3"
2981,casual_recreational,sparse,0.8707,0.355,0.7331,0.8954,0.4278,0.1982,0.5924,0.8521,0.3449,0.7834,107,2,3,31,3,2,8,3,5,5,5,2,3,48,3,45.807182,15.990401,0,2,14,2,"1,4,6","0,2,3","0,2,3"
2982,competitive,frequent,0.5724,0.8234,0.5675,0.7966,0.1735,0.7478,0.5759,0.5077,0.7315,0.6743,84,1,3,44,6,5,6,3,4,2,3,4,2,36,2,45.808673,15.999289,0,0,"2,29","2,2","0,1,2,3,4,5,6","0,1,2,3",2
2983,social,regular,0.5494,0.4046,0.905,0.7833,0.4006,0.6401,0.5505,0.7436,0.5843,0.7457,127,2,5,27,3,3,10,3,4,5,4,2,2,20,3,45.795524,15.900909,4,1,"27,19","3,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
2984,competitive,regular,0.2059,0.761,0.6075,0.3807,0.091,0.6966,0.3738,0.5409,0.7168,0.5614,95,1,3,49,5,4,8,3,4,4,3,4,2,43,0,45.741086,15.975981,3,0,21,0,"0,1,2,3,4,5,6","0,1,2,3","2,3"
2985,casual_recreational,occasional,0.704,0.3938,0.8313,0.8155,0.4278,0.7375,0.6011,0.4778,0.5605,0.6642,81,2,4,22,3,3,9,0,4,3,3,3,3,51,1,45.793696,16.045421,2,1,"23,5,11","0,0,1","0,1,2,5,6","0,1,2,3","2,3"
2986,competitive,frequent,0.3892,0.7666,0.2712,0.5226,0.1541,0.8805,0.5592,0.5112,0.7544,0.4877,89,0,3,35,6,5,5,3,2,1,3,4,1,18,1,45.827584,15.955276,0,1,20,3,"0,1,2,3,4,6","0,1,2,3","0,1,2"
2987,casual_recreational,sparse,0.699,0.2828,0.7991,0.547,0.7149,0.3606,0.5637,0.7181,0.4087,0.5159,110,2,4,12,3,2,9,1,4,5,4,2,4,34,2,45.800735,16.044992,2,2,16,1,"0,1,2,3,4,5,6","0,1,2,3","2,3"
2988,casual_recreational,occasional,0.8911,0.5914,0.5037,0.7401,0.7755,0.8623,0.6024,0.6066,0.5408,0.4796,76,1,3,15,5,3,6,2,4,3,2,4,4,46,3,45.841688,15.957341,1,1,17,2,"0,1,3,4","0,1,2,3","1,2"
2989,social,occasional,0.5204,0.2695,0.7146,0.9234,0.4227,0.3755,0.7011,0.637,0.4034,0.733,130,2,4,23,3,2,9,2,3,4,5,2,3,37,3,45.815896,16.060352,2,2,"28,7","2,1","2,3,4,5,6","0,1,2,3","2,3"
2990,social,regular,0.6467,0.5396,0.9535,0.4754,0.5925,0.6735,0.731,0.5201,0.7168,0.6212,100,2,5,14,4,3,10,2,5,5,3,4,3,30,0,45.811123,15.876034,4,0,"10,11,15","2,0,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
2991,social,regular,0.5939,0.5503,0.949,0.8369,0.2519,0.4266,0.4109,0.5559,0.4895,0.8054,86,2,4,24,4,3,10,2,5,3,3,4,2,21,2,45.799586,15.978611,0,2,"9,2,6,7","0,0,0,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
2992,casual_recreational,occasional,0.7287,0.6185,0.5985,0.8273,0.3821,0.4818,0.612,0.6009,0.5725,0.5285,66,1,4,31,5,3,7,3,5,3,5,3,2,38,0,45.744724,15.965528,3,1,9,0,"2,4,5,6","0,1,2,3","2,3"
2993,casual_recreational,sparse,0.5908,0.5496,0.6007,0.7388,0.2508,0.5607,0.7264,0.7284,0.5652,0.6927,99,1,3,23,3,2,8,4,5,3,3,3,1,17,0,45.748131,15.973533,3,1,"14,5,9","0,1,2","0,1,2,4,5,6","0,1,2,3","1,2,3"
2994,social,frequent,0.283,0.5594,0.9119,0.937,0.593,0.7473,0.5864,0.4328,0.6798,0.7742,101,2,5,11,4,4,10,1,5,4,3,3,2,30,3,45.810204,16.037604,2,0,"1,4,7","2,1,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
2995,casual_recreational,occasional,0.8038,0.2419,0.4495,0.7888,0.2781,0.3501,0.3608,0.6907,0.3836,0.5902,78,1,3,34,2,2,4,3,2,2,4,2,2,29,0,45.805301,15.87823,4,2,20,2,"2,3,4,5","0,1,2,3","1,2"
2996,social,frequent,0.3851,0.422,0.884,0.9387,0.5175,0.4059,0.4145,0.1275,0.4157,0.8101,100,2,4,22,5,2,9,2,5,4,2,3,3,64,3,45.855483,15.950438,1,2,"30,5,2,18","2,0,3,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
2997,casual_recreational,occasional,0.8239,0.5095,0.5103,0.6957,0.4048,0.7404,0.9101,0.7052,0.5281,0.7252,95,1,2,33,4,3,6,2,3,4,4,3,3,52,0,45.849621,15.951531,1,1,30,0,"0,1,2,3,6","0,1,2,3","1,2"
2998,unmotivated,occasional,0.3271,0.0784,0.2133,0.6006,0.5413,0.024,0.534,0.6861,0.1239,0.453,94,0,2,8,1,2,3,2,2,2,3,2,3,49,0,45.804768,15.976302,0,2,"22,10,29,21","2,0,0,0","0,2,5,6","0,1,2,3","0,1,2"
2999,competitive,regular,0.9303,0.8346,0.4355,0.3478,0.2892,0.8049,0.714,0.6552,0.8188,0.5449,71,1,3,34,5,4,4,2,3,3,4,3,2,44,3,45.80469,15.97432,0,0,14,0,"0,2,3,4,5,6","0,1,2,3","1,2,3"
3000,social,regular,0.5133,0.2349,0.6973,0.9365,0.7327,0.4406,0.4839,0.7304,0.2995,0.6333,90,2,4,20,3,2,7,1,5,4,2,2,4,52,2,45.839451,15.947656,1,2,"1,22,7,12","3,1,3,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
3001,social,regular,0.6756,0.6205,0.6717,0.5893,0.406,0.574,0.3965,0.5193,0.6526,0.6323,89,2,4,22,4,3,8,2,3,4,3,4,2,29,1,45.817473,15.881767,4,0,"29,9,28,26","0,2,0,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
3002,casual_recreational,regular,0.8432,0.4733,0.5752,0.7151,0.3375,0.7423,0.8387,0.7549,0.5994,0.5984,101,1,3,32,4,3,8,3,3,3,4,3,2,23,2,45.80015,15.888474,4,1,"1,6,0,14","2,0,0,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
3003,social,regular,0.4995,0.4272,0.6636,0.9049,0.4196,0.8295,0.4678,0.7729,0.6009,0.7184,92,2,4,31,3,4,7,2,4,4,4,3,2,17,3,45.746794,15.972122,3,0,13,1,"0,1,2,3,4,5,6","0,1,2,3","2,3"
3004,competitive,regular,0.6189,0.7408,0.5883,0.5132,0.3838,0.5034,0.6076,0.7401,0.6451,0.649,99,1,3,22,5,3,4,2,2,4,4,4,3,30,3,45.825058,15.96428,0,0,"14,24","2,1","0,1,2,5","0,1,2,3","1,2"
3005,social,regular,0.5605,0.5084,0.8417,0.9183,0.3591,0.4562,0.7586,0.5848,0.4627,0.8366,78,2,5,27,3,2,5,3,4,4,5,3,2,59,1,45.81855,15.88988,4,2,"8,24","0,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
3006,social,regular,0.5578,0.341,0.8858,0.5688,0.6272,0.4191,0.6094,0.8185,0.3865,0.6909,87,2,5,16,3,2,8,2,4,5,4,2,4,18,3,45.814873,15.978754,0,2,8,3,"0,1,2,3,4,5,6","0,1,2,3","2,3"
3007,competitive,regular,0.919,0.4297,0.4692,0.578,0.0988,0.7045,0.6879,0.4325,0.6671,0.5777,110,1,2,38,4,4,5,4,2,2,3,3,2,27,3,45.744304,15.975574,3,0,"18,8","3,2","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
3008,competitive,frequent,0.9202,0.8478,0.3231,0.2953,0.1,0.9099,0.428,0.2441,0.8764,0.4784,53,0,3,43,6,5,4,3,2,2,2,4,1,49,1,45.815694,15.896994,4,1,"13,30,25","3,1,2","0,1,3,5,6","0,1,2,3","0,1,2,3"
3009,social,regular,0.5993,0.5451,0.7477,0.9075,0.5703,0.1302,0.398,0.7964,0.4223,0.7947,86,2,4,6,4,2,8,2,3,5,4,3,4,23,1,45.738911,15.96789,3,2,"1,26","3,1","1,2,4,6","0,1,2,3","2,3"
3010,casual_recreational,occasional,0.8553,0.4059,0.6444,0.7133,0.2853,0.1085,0.6414,0.5196,0.4441,0.6533,100,1,3,29,3,2,7,3,3,3,4,3,2,33,3,45.78183,16.048951,2,2,20,3,"0,3,4,5","0,1,2,3","2,3"
3011,unmotivated,occasional,0.546,0.3038,0.3639,0.3806,0.6671,0.0886,0.4276,0.3474,0.2047,0.4172,101,1,2,16,2,2,6,1,3,3,2,3,4,42,0,45.814081,15.967488,0,2,"15,2,26","3,3,3","0,1,2,3,4,5,6","0,1,2,3","1,2"
3012,social,frequent,0.5219,0.2295,0.9536,0.8427,0.4768,0.7961,0.6451,0.7309,0.4787,0.7447,100,2,5,19,3,2,9,2,5,4,4,1,3,59,2,45.865121,15.949699,1,2,26,2,"0,1,2,3,4,5,6","0,1,2,3","2,3"
3013,social,occasional,0.5874,0.5284,0.9787,0.7445,0.4382,0.5337,0.6223,0.4334,0.5361,0.7916,91,2,4,25,5,3,9,3,5,5,3,3,3,54,3,45.791099,15.875356,4,1,"2,24","2,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
3014,casual_recreational,sparse,0.9289,0.5067,0.8275,0.8418,0.3659,0.4061,0.4537,0.6542,0.5474,0.7965,86,2,5,25,4,3,9,3,4,5,4,3,2,64,3,45.782528,16.042481,2,1,16,1,"1,3,6","0,1,2","2,3"
3015,social,occasional,0.4122,0.3663,0.9179,0.8377,0.2877,0.7214,0.4361,0.623,0.5084,0.8299,100,2,5,36,4,3,9,2,5,3,3,2,3,38,1,45.819513,15.976925,0,1,"8,12,19","3,0,3","0,4,6","1,2,3","2,3"
3016,unmotivated,occasional,0.6873,0.175,0.0703,0.8579,0.6696,0.2078,0.2479,0.6911,0.234,0.2948,87,0,1,12,2,2,2,2,1,2,3,1,4,42,1,45.812283,15.890568,4,2,"15,5,18","1,3,1","0,2,3,4,5","0,1,2,3","0,1,2"
3017,competitive,regular,0.7018,0.3553,0.9534,0.4788,0.2263,0.8666,0.3256,0.7401,0.6289,0.7638,109,2,5,48,4,4,10,3,5,5,2,3,1,52,2,45.810679,15.886223,4,0,"20,27,19,4","1,2,3,2","1,3,4,5","0,1,2,3","2,3"
3018,casual_recreational,occasional,0.8919,0.4649,0.4245,0.6522,0.7297,0.3704,0.4885,0.526,0.4503,0.3924,44,1,3,14,3,3,6,1,2,4,4,2,4,21,3,45.822438,15.877407,4,2,"2,17,16","1,0,3","1,2,5,6","0,1,2,3","1,2"
3019,casual_recreational,sparse,0.8158,0.4973,0.5759,0.8889,0.3103,0.4987,0.9045,0.7608,0.5059,0.692,115,1,3,24,2,3,7,3,3,3,4,3,2,37,0,45.848853,15.941959,1,1,26,0,"0,1,2,3,4,5,6","0,1,2,3","2,3"
3020,casual_recreational,regular,0.526,0.2949,0.8474,0.3814,0.121,0.647,0.544,0.6629,0.4553,0.7146,105,2,4,41,2,2,9,4,4,4,3,3,2,35,2,45.856305,15.939924,1,2,"17,4","1,0","0,1,2,3,4,5,6","0,1,2,3","1,2,3"
3021,social,regular,0.4911,0.3689,0.9187,0.8771,0.3849,0.637,0.5389,0.7452,0.5349,0.8966,88,2,5,18,4,3,10,3,4,4,4,2,3,17,3,45.82886,15.884967,4,1,"2,10","2,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
3022,casual_recreational,occasional,0.8877,0.4146,0.6455,0.5754,0.5447,0.8254,0.5837,0.6588,0.5586,0.5777,96,1,3,19,3,3,7,2,3,4,4,2,4,38,3,45.791475,16.033178,2,1,"26,10,15,19","3,1,3,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
3023,social,occasional,0.3419,0.2114,0.7261,0.8533,0.3134,0.3408,0.4285,0.7644,0.3144,0.7946,80,2,4,17,2,2,9,3,4,4,4,2,3,64,3,45.817491,15.908601,4,2,"21,26","2,0","0,4,5","0,1,3","2,3"
3024,casual_recreational,sparse,0.5642,0.3937,0.657,0.4344,0.1592,0.7415,0.4432,0.7173,0.6591,0.6336,101,2,3,39,4,3,7,4,3,3,3,3,1,56,2,45.814552,15.986044,0,0,"25,14,22","2,3,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
3025,competitive,occasional,0.3626,0.5534,0.4295,0.3912,0.1108,0.75,0.5178,0.3392,0.6741,0.575,74,1,3,35,4,4,6,4,3,2,3,3,2,47,1,45.820523,15.880239,4,0,"10,3,14,27","0,1,0,1","2,4,6","0,1,3","1,2"
3026,casual_recreational,occasional,0.8866,0.6773,0.7234,0.4767,0.1987,0.4758,0.8958,0.5634,0.6533,0.6411,62,2,5,34,6,3,7,2,3,5,4,4,1,36,1,45.798903,16.0485,2,0,"29,16","2,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
3027,unmotivated,sparse,0.5616,0.0521,0.0352,0.6001,0.4907,0.2744,0.8417,0.8564,0.2676,0.3095,74,0,1,11,1,1,2,2,1,2,3,1,2,23,3,45.862752,15.953492,1,2,"19,26","0,2","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
3028,social,occasional,0.606,0.4224,0.9297,0.894,0.4523,0.4018,0.4453,0.5855,0.4114,0.8447,76,2,5,24,3,2,9,3,3,4,3,2,3,26,2,45.799333,15.997553,0,2,"1,18,15","0,3,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
3029,casual_recreational,occasional,0.6105,0.3344,0.4568,0.4899,0.2548,0.2866,0.5747,0.6365,0.45,0.5736,109,1,3,32,3,2,6,3,3,2,4,2,2,38,2,45.811775,16.036812,2,2,5,1,"1,2,3,4,5,6","0,1,2,3","1,2"
3030,social,sparse,0.77,0.2105,0.9101,0.7339,0.3312,0.5292,0.6172,0.6338,0.4954,0.7583,114,2,5,25,2,2,8,3,5,5,3,2,3,19,3,45.799853,16.051214,2,2,4,1,"0,1,2,3,4,5,6","0,1,2,3","2,3"
3031,competitive,regular,0.2545,0.7759,0.393,0.3171,0.1053,0.5481,0.358,0.2653,0.716,0.6411,54,1,2,28,5,3,5,3,3,3,1,4,2,45,2,45.849706,15.952027,1,0,3,2,"0,1,5","0,1,3","1,2"
3032,casual_recreational,sparse,0.8799,0.7694,0.5074,0.7858,0.4786,0.5496,0.1627,0.5294,0.6512,0.6071,62,1,3,26,7,4,5,2,4,2,2,4,3,38,3,45.80659,15.891833,4,0,"2,5,9,13","3,3,0,2","0,1,2,3,4,5,6","0,1,2,3","1,2"
3033,casual_recreational,sparse,0.8761,0.466,0.686,0.7937,0.3053,0.4547,0.2358,0.6842,0.5916,0.8125,82,2,4,24,4,2,8,2,5,4,3,3,2,33,2,45.844173,15.955322,1,1,"22,5,2","0,3,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
3034,unmotivated,sparse,0.5543,0.0304,0.3538,0.7999,0.5982,0.0576,0.3722,0.6986,0.1147,0.5333,132,1,3,7,1,1,4,2,3,2,3,1,4,33,0,45.857072,15.962462,1,2,"28,2,15","2,0,1","0,1,2,3,4,5,6","0,1,2,3","1,2"
3035,social,regular,0.4938,0.3204,0.9413,0.7592,0.3503,0.4611,0.8648,0.4741,0.4371,0.8604,119,2,4,18,3,2,10,3,5,5,4,2,2,42,3,45.830368,15.976062,0,2,18,3,"0,1,2,4,6","0,1,2,3","2,3"
3036,social,frequent,0.4012,0.5085,0.911,0.8593,0.3562,0.4792,0.8242,0.6687,0.5296,0.8094,112,2,5,22,3,3,10,3,4,4,5,3,2,63,2,45.74713,15.996244,3,1,"29,19","2,2","0,4,6","0,1,3","2,3"
3037,competitive,regular,0.7162,0.8377,0.6709,0.7055,0.0593,0.6638,0.458,0.6887,0.9072,0.6676,103,2,3,43,6,3,8,3,4,4,3,5,1,38,3,45.810378,15.892523,4,0,"8,30,7","2,2,3","0,1,2,3,5","0,1,2,3","2,3"
3038,casual_recreational,sparse,0.7358,0.4766,0.6774,0.5955,0.5146,0.5822,0.6748,0.5728,0.4877,0.6138,90,2,4,17,4,3,8,3,4,4,4,3,3,49,1,45.805531,16.056018,2,2,13,3,"0,1,2,3,4,5,6","0,1,2,3","2,3"
3039,social,frequent,0.3372,0.4281,0.8979,0.86,0.5025,0.6832,0.2715,0.5985,0.5377,0.7534,111,2,5,32,4,3,9,3,4,3,3,3,3,36,0,45.81076,15.899088,4,1,"28,9,17","0,0,0","1,3,5","0,2,3","2,3"
3040,casual_recreational,frequent,0.7586,0.4605,0.8567,0.6858,0.1929,0.7667,0.6637,0.3489,0.6614,0.8112,69,2,5,37,3,3,8,3,4,4,3,2,2,16,0,45.854029,15.94539,1,0,2,1,"0,1,2,3,5","0,1,2,3","2,3"
3041,unmotivated,sparse,0.2527,0.2208,0.3404,0.8152,0.6188,0.3753,0.8539,0.7304,0.331,0.5491,61,0,3,23,2,3,4,1,3,2,4,1,3,38,1,45.830992,15.985812,0,2,"30,20,18","0,1,1","0,2,3,4,5,6","0,1,2,3","0,1,2"
3042,social,occasional,0.6781,0.4941,0.7421,0.8284,0.255,0.3898,0.2752,0.2523,0.4801,0.7412,81,2,4,25,4,3,7,3,4,5,2,3,3,16,2,45.818376,15.899247,4,2,"9,21,13,6","0,0,1,3","0,2,3,5","0,1,2,3","2,3"
3043,casual_recreational,occasional,0.885,0.5244,0.2641,0.2554,0.5162,0.3493,0.8297,0.2849,0.5067,0.3118,53,0,2,18,4,3,5,1,2,2,3,3,4,39,0,45.817652,15.88101,4,1,"6,0,21,20","3,1,2,1","0,1,2,3,4,6","0,1,2,3","0,1,2"
3044,social,frequent,0.587,0.3125,0.8716,0.7722,0.3575,0.2605,0.5932,0.3858,0.4011,0.7928,127,2,4,19,3,3,9,3,4,5,2,2,2,59,0,45.861873,15.960384,1,2,"3,19","1,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
3045,unmotivated,occasional,0.2776,0.4365,0.2404,0.6872,0.4503,0.2874,0.682,0.6041,0.4317,0.4727,69,0,2,21,3,3,5,2,2,4,4,3,2,55,1,45.790301,16.059106,2,2,"1,7,5,27","1,1,0,2","2,3,6","0,2,3","0,1,2"
3046,casual_recreational,occasional,0.713,0.2769,0.4502,0.6941,0.5323,0.5176,0.6297,0.3585,0.3512,0.6439,92,1,2,22,3,3,7,1,3,4,3,2,3,27,1,45.759167,15.980931,3,2,"12,13","2,1","0,1,2,3,4,5,6","0,1,2,3","1,2,3"
3047,social,regular,0.4674,0.4126,0.9962,0.753,0.163,0.4944,0.5286,0.496,0.5338,0.9143,90,2,5,29,4,3,10,3,5,5,3,3,2,34,3,45.807307,15.988702,0,1,"13,5,12,3","2,1,0,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
3048,unmotivated,regular,0.4319,0.2692,0.2814,0.4161,0.3564,0.0908,0.708,0.856,0.2749,0.285,90,0,2,26,3,2,1,3,2,3,4,2,2,26,1,45.8058,15.889095,4,2,"29,20,0,13","0,3,2,2","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
3049,casual_recreational,sparse,0.4436,0.551,0.5923,0.4898,0.3441,0.5059,0.6693,0.8311,0.5502,0.5579,76,1,3,21,4,3,8,2,3,2,4,3,2,51,0,45.821739,15.977351,0,1,7,2,"1,2,3,4,5,6","0,1,2,3","2,3"
3050,unmotivated,sparse,0.4792,0.5213,0.4654,0.2591,0.4519,0.1752,0.6113,0.5076,0.4195,0.3867,83,1,3,25,4,2,7,3,2,3,4,3,3,32,1,45.850587,15.949446,1,2,"18,19,12,22","0,0,2,3","0,1,2,3,4,5,6","0,1,2,3","1,2,3"
3051,competitive,frequent,0.5361,0.7532,0.6331,0.4197,0.3517,0.8316,0.2728,0.4523,0.7657,0.5195,99,1,4,24,5,5,5,2,3,2,2,4,2,49,3,45.813065,15.98424,0,0,"5,12","3,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
3052,social,occasional,0.3367,0.3282,0.7967,0.7376,0.5212,0.6856,0.5491,0.4484,0.4659,0.6517,100,2,4,21,3,3,7,2,5,5,3,3,3,41,3,45.847215,15.961523,1,2,"16,18,11,30","0,0,0,0","0,1,2,4,6","0,1,2,3","2,3"
3053,social,regular,0.5829,0.3793,0.6826,0.614,0.331,0.5321,0.5094,0.5768,0.4585,0.7431,74,2,3,31,4,3,6,3,4,2,3,3,3,26,1,45.81985,15.987183,0,2,"22,10,29","2,3,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
3054,social,occasional,0.3812,0.175,0.753,0.8614,0.678,0.5274,0.8697,0.7838,0.3079,0.6053,86,2,3,26,3,3,9,1,4,5,5,2,4,54,2,45.754976,15.965364,3,2,"28,1","2,3","0,2,3,4,5,6","0,1,2,3","2,3"
3055,casual_recreational,sparse,0.9275,0.6363,0.4197,0.4864,0.5765,0.8533,0.7405,0.5234,0.6017,0.4056,85,1,3,21,5,4,3,2,3,1,4,3,3,50,0,45.801724,16.061873,2,1,2,0,"1,3,4,5,6","0,1,2,3","1,2"
3056,social,sparse,0.5424,0.537,0.7834,0.5958,0.1461,0.6387,0.652,0.8416,0.6104,0.7557,81,2,5,35,4,3,8,4,4,5,5,3,2,63,3,45.856418,15.95394,1,0,"12,27","0,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
3057,casual_recreational,occasional,0.812,0.3854,0.64,0.533,0.4755,0.5126,0.4169,0.4332,0.4529,0.6314,109,1,5,28,4,3,8,3,3,4,3,3,4,23,3,45.804276,15.891427,4,2,"23,7,3,4","0,3,3,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
3058,casual_recreational,occasional,0.6682,0.5259,0.3042,0.377,0.3558,0.7198,0.4287,0.6249,0.6165,0.4501,101,0,2,31,4,3,4,3,2,5,2,3,2,33,3,45.747302,15.989534,3,1,"14,11,27","1,0,2","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
3059,casual_recreational,occasional,0.716,0.5315,0.1939,0.6581,0.3284,0.6383,0.9079,0.5612,0.6353,0.5407,91,0,2,32,4,3,3,3,2,3,4,3,2,27,2,45.753794,15.96606,3,0,4,0,"0,1,2,3,4,5,6","0,1,2,3","0,1,2"
3060,social,occasional,0.444,0.1542,0.9937,0.7275,0.5574,0.3757,0.412,0.9542,0.3103,0.74,103,2,5,18,2,2,9,2,5,5,3,2,3,61,1,45.791183,15.894143,4,2,13,1,"0,1,2,3,4,5,6","0,1,2,3","2,3"
3061,casual_recreational,regular,0.8321,0.1388,0.8608,0.5706,0.2371,0.5634,0.7114,0.9175,0.4305,0.7396,95,2,4,38,2,2,10,3,4,4,5,1,2,64,1,45.755895,15.976901,3,2,"21,5,20","0,1,3","0,1,4,5","0,1,2,3","2,3"
